_id,Tema,Fichas_Dataset,XLS,SHP,KML,CSV,RSS,JSON,XML,ODS,RDF,GTFS,TSV,URL_ficha
178,Sector público,Ocupación en hoteles y alojamientos extrahoteleros,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/ocupacion-en-hoteles-y-alojamientos-extrahoteleros
179,Sector público,Oficinas de Registro del Gobierno de Navarra,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/oficinas-de-registro-del-gobierno-de-navarra
180,Sector público,Onomástica (nombres más habituales),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/onomastica-nombres-mas-habituales
181,Medio ambiente,Ortofotografía y Cartografía oficial 2011,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/ortofotograf-a-y-cartograf-a-oficial-2011
182,Sector público,Parlamento de Europa,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/parlamento-de-europa
183,Sector público,Parlamento de Navarra,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/parlamento-de-navarra
184,Sector público,Paro registrado,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/paro-registrado
185,Sector público,Parque de Viviendas,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/parque-de-viviendas
186,Sector público,Pensiones,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/pensiones
187,Sector público,PIB en la Unión Europea,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/pib-en-la-union-europea
188,Sector público,Población empadronada,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/poblacion-empadronada
189,Sector público,Población navarra residente en el extranjero,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/poblacion-navarra-residente-en-el-extranjero
190,Salud,Positivos covid-19 por PCR distribuidos por municipio,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/positivos-covid-19-por-pcr-distribuidos-por-municipio
191,Sector público,Precios pagados por los agricultores y ganaderos,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/precios-pagados-por-los-agricultores-y-ganaderos
192,Sector público,Precios percibidos por los agricultores y ganaderos,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/precios-percibidos-por-los-agricultores-y-ganaderos
193,Sector público,Presupuestos Generales de Navarra,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/presupuestos-generales-de-navarra
194,Sector público,Producción de turismos,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/produccion-de-turismos
195,Sector público,Producción editorial ,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/produccion-editorial-
196,Sector público,Producciones anuales de los cultivos,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/producciones-anuales-de-los-cultivos
197,Sector público,Producciones ganaderas,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/producciones-ganaderas
198,Cultura y ocio,Productos típicos y recetas,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/productos-t-picos-y-recetas
199,Vivienda,Promociones Censo de Vivienda,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/promociones-censo-de-vivienda
200,Sector público,Proyecciones de población,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/proyecciones-de-poblacion
201,Sector público,Publicidad Institucional,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/publicidad-institucional
202,Medio ambiente,Reciclajes - Aceite de cocina usado,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/reciclajes-aceite-de-cocina-usado
203,Medio ambiente,Reciclajes - Aceite de cocina usado,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/reciclajes-aceite-de-cocina-usado1
204,Medio ambiente,Reciclajes - Compostaje comunitario - Poda,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/reciclajes-compostaje-comunitario-poda
205,Medio ambiente,Reciclajes - Compostaje comunitario - Poda,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/reciclajes-compostaje-comunitario-poda1
206,Medio ambiente,Reciclajes Global,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/reciclajes-global
207,Medio ambiente,Reciclajes Global,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/reciclajes-global1
208,Medio ambiente,Reciclajes - Pilas y Acumuladores,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/reciclajes-pilas-y-acumuladores
209,Medio ambiente,Reciclajes - Pilas y Acumuladores,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/reciclajes-pilas-y-acumuladores1
210,Medio ambiente,Reciclajes - Puntos limpios fijos y móviles,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/reciclajes-puntos-limpios-fijos-y-m-viles
211,Medio ambiente,Reciclajes - Puntos limpios fijos y móviles,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/reciclajes-puntos-limpios-fijos-y-m-viles1
212,Medio ambiente,Reciclajes - Residuos obras domiciliarias,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/reciclajes-residuos-obras-domiciliarias
213,Medio ambiente,Reciclajes - Residuos obras domiciliarias,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/reciclajes-residuos-obras-domiciliarias1
214,Medio ambiente,Reciclajes - Ropa y calzado,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/reciclajes-ropa-y-calzado
215,Medio ambiente,Reciclajes - Ropa y calzado,,,P,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/reciclajes-ropa-y-calzado1
216,Sector público,Referendos,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/referendos
217,Sector público,Regalos a Miembros del Gobierno y Altos Cargos,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/regalos-a-miembros-del-gobierno-y-altos-cargos
218,Sociedad y bienestar,Registro de Asociaciones Juveniles en Navarra,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-de-asociaciones-juveniles-en-navarra
219,Comercio,Registro de autorizaciones de instalación de  máquinas de apuestas vigentes,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-de-autorizaciones-de-instalaci-n-de-m-quinas-de-apuestas-vigentes
220,Comercio,Registro de autorizaciones de instalación de máquinas de juego vigentes,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-de-autorizaciones-de-instalaci-n-de-m-quinas-de-juego-vigentes
221,Hacienda,Registro de Contratos,P,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/registro-de-contratos
222,Deporte,Registro de entidades deportivas y federaciones en Navarra,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-de-entidades-deportivas-y-federaciones-en-navarra
223,Comercio,Registro de locales de Espectáculos Públicos y Actividades Recreativas,P,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/registro-de-locales-de-espect-culos-p-blicos-y-actividades-recreativas
224,Vivienda,Registro General de Evaluación de Edificios de Navarra. Edificios obligados a la realización del informe.,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/registro-general-de-evaluaci-n-de-edificios-de-navarra-edificios-obligados-a-la-realizaci-n-del-inf1
225,Vivienda,Registro General de Evaluación de Edificios de Navarra. Edificios obligados a la realización del informe.,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-general-de-evaluaci-n-de-edificios-de-navarra-edificios-obligados-a-la-realizaci-n-del-info
226,Vivienda,Registro General de Evaluación de Edificios de Navarra. Informes de Evaluación de Edificios realizados,P,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/registro-general-de-evaluaci-n-de-edificios-de-navarra-informes-de-evaluaci-n-de-edificios-realizado
227,Industria,Registro Industrial de Navarra. Empresas división A,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-industrial-de-navarra-empresas-divisi-n-a
228,Industria,Registro Industrial de Navarra. Empresas división B,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-industrial-de-navarra-empresas-divisi-n-b
229,Industria,Registro Industrial de Navarra. Empresas división C,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/registro-industrial-de-navarra-empresas-divisi-n-c
230,Vivienda,Rehabilitación protegida de viviendas iniciadas,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/rehabilitaci-n-protegida-de-viviendas-iniciadas
231,Vivienda,"Rehabilitación protegida de viviendas iniciadas, por localidad",P,,,,,,,P,,,,https://datosabiertos.navarra.es/es/dataset/rehabilitaci-n-protegida-de-viviendas-iniciadas-por-localidad
232,Sociedad y bienestar,Rehabilitación protegida de viviendas terminadas,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/rehabilitaci-n-protegida-de-viviendas-terminadas
233,Vivienda,"Rehabilitación protegida de viviendas terminadas, por localidad",P,,,,,,,P,,,,https://datosabiertos.navarra.es/es/dataset/rehabilitaci-n-protegida-de-viviendas-terminadas-por-localidad
234,Sector público,Residuos urbanos,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/residuos-urbanos
235,Cultura y ocio,Restaurantes inscritos en el Registro de Turismo de Navarra,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/restaurantes-inscritos-en-el-registro-de-turismo-de-navarra
236,Comercio,Restaurantes y Cafeterías inscritos en el Registro de Turismo de Navarra,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/restaurantes-y-cafeter-as-inscritos-en-el-registro-de-turismo-de-navarra
237,Sector público,Resultados de las elecciones a los Concejos de Navarra agrupados por mesas,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/resultados-de-las-elecciones-a-los-concejos-de-navarra-agrupados-por-mesas
238,Sector público,Resultados de las elecciones a los Concejos de Navarra agrupados por municipios,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/resultados-de-las-elecciones-a-los-concejos-de-navarra-agrupados-por-municipios
239,Sector público,Resultados de las elecciones a los Municipios de Navarra,P,,,,,,,P,,,,https://datosabiertos.navarra.es/es/dataset/resultados-de-las-elecciones-a-los-municipios-de-navarra
240,Sector público,Resultados de las elecciones al Parlamento de Navarra agrupados por mesas electorales,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/resultados-de-las-elecciones-al-parlamento-de-navarra-agrupados-por-mesas-electorales
241,Sector público,Resultados de las elecciones al Parlamento de Navarra agrupados por municipios,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/resultados-de-las-elecciones-al-parlamento-de-navarra-agrupados-por-municipios
242,Sector público,Retribuciones,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/retribuciones-
243,Sector público,Retribuciones altos cargos,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/retribuciones-altos-cargos
244,Sector público,Retribuciones medias,,,,,,,,P,,,,https://datosabiertos.navarra.es/es/dataset/retribuciones-medias
245,Cultura y ocio,Señalización Camino de Santiago,P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/se-alizaci-n-camino-de-santiago-
246,Sector público,Servicios recibidos por demandantes de empleo,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/servicios-recibidos-por-demandantes-de-empleo
247,Transporte,SIG de Movilidad Ciclista (SIGMC) de Navarra,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/sig-de-movilidad-ciclista-sigmc-de-navarra
248,Medio ambiente,Sistema Automático de Información Hidrológica (SAIH),P,,,P,,P,P,P,,,P,https://datosabiertos.navarra.es/es/dataset/sistema-autom-tico-de-informaci-n-hidrol-gica-saih-
249,Sector público,Sociedad de la Información. Empresas ,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/sociedad-de-la-informacion--empresas-
250,Sector público,Sociedad de la información. Hogares,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/sociedad-de-la-informacion--hogares
251,Urbanismo e infraestructuras,Acometida. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_alum_pto_acometida
252,Urbanismo e infraestructuras,Arquetas. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_alum_pto_arquetas
253,Urbanismo e infraestructuras,Alumbrado. Centros de mando. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_alum_pto_centromando
254,Urbanismo e infraestructuras,Centros de transformación de alumbrado. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_alum_pto_centrotransf
255,Urbanismo e infraestructuras,Puntos de luz. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_alum_pto_puntosluz
256,Urbanismo e infraestructuras,Alumbrado. Soportes. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_alum_pto_soporte
257,Urbanismo e infraestructuras,Alumbrado. Centros de transformación de alumbrado. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_alum_pto_transf
258,Urbanismo e infraestructuras,Edificios. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_edificios_refcat
259,Medio ambiente,Fotovoltaica: energía anual (MWh). Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_fv_energia_edificios
260,Medio ambiente,Fotovoltaica – Edificios Públicos: energía anual (MWh). Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_fv_energia_edifpub
261,Medio rural y pesca,Huertos Urbanos. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_huertosurb
262,Hacienda,Ind 11: Nº de edificios en zona inundable. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_11
263,Hacienda,Ind 141: Densidad del tejido urbano. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_141
264,Hacienda,Ind 189: Metros de infraestructuras en zona inundable. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_189
265,Hacienda,Ind 202: Suelo no urbanizable. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_202
266,Hacienda,Ind 203: Superfície de espacios libres por habitante. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_203
267,Hacienda,Ind 208-1: Viviendas anteriores a 1979 por barrio (Nº). Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_208-1
268,Hacienda,Ind 208-2: Viviendas anteriores a 1979 por barrio (%). Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_208-2
269,Hacienda,Ind 209: Suelo artificializado. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_209
270,Hacienda,Ind 211: Compacidad del tejido urbano. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_211
271,Hacienda,Ind 214: Industrias en zona inundable . Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_214
272,Hacienda,Ind 217: Suelo no urbano expuesto a inundaciones fluviales. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_217
273,Hacienda,Ind 218: Suelo artificializado expuesto a inundaciones fluviales. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_218
274,Hacienda,Ind 220: Porcentage de espacios libres por suelo urbano. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_220
275,Hacienda,Ind 7: Nº de empresas con Autorización Ambiental Integrada (AAI) en zona inundable. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_7
276,Sociedad y bienestar,Ind 73-1: Media de la Tasa de Hogares unipersonales de hombres de 65 y más años por secciones censales del barrio. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_73-1
277,Sociedad y bienestar,Ind 73-2: Media de la Tasa de Hogares unipersonales de mujeres de 65 y más años por secciones censales del barrio. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_73-2
278,Sociedad y bienestar,Ind 73-3: Media de la Tasa de Hogares con 1 o 2 miembros de 65 y más años por secciones censales del barrio. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_ind_73-3
279,Medio ambiente,Inundación. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_inundacion
280,Medio ambiente,Restauración ambiental. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_restauracion
281,Medio ambiente,Térmica: energía anual (MWh). Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_th_energia_edificios
282,Medio ambiente,Térmica – Edificios Públicos: energía anual (MWh). Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pol_th_energia_edifpub
283,Medio ambiente,Instalaciones de control de calidad del aire. Ayuntamiento de Pamplona / Iruñeko Udala.,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spapamplona_ambi_pto_calidadaire
